Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
26,0.21439396,0.38310735,,0,535,0.691732971,3.721819718,1.048044378,,7,Z,1,Category1,Option1,13.56199914,9.290680046,Yes,Medium,dog
,0.711004256,0.232862166,,,,4.310033688,2.059883634,1.314474398,,2,X,0,Category1,Option1,10.44251838,12.82868434,Yes,Medium,cat
89,0.029144756,0.392973767,B,0,,1.162677908,3.468302266,0.433228859,,2,Y,1,Category1,Option1,12.68926819,8.220890864,Yes,High,dog
6,0.600824844,0.051111491,,0,,1.951521968,1.336850839,0.233549247,,2,X,1,Category1,Option2,,9.221671189,Yes,Medium,
88,0.027979261,0.607589704,B,,,0.703185568,3.453264887,0.873574761,,1,X,2,Category1,Option3,,14.75816083,Yes,High,cat
,0.292327398,-0.939830012,,,886,0.504526204,2.087365147,-2.081190358,,3,Y,0,Category1,Option4,10.01095143,13.09495356,No,High,some other
41,0.973002581,-0.489781112,D,0,206,1.316077067,9.016871594,2.74306149,3.21760451,6,Z,1,Category1,Option4,11.84633092,10.12080264,Yes,Medium,some other
,0.59183488,-0.415115915,,,,1.666199886,3.066432205,1.052222414,5.044654214,1,X,0,Category1,Option1,10.13020553,14.2518551,No,,cat
,0.871516918,0.037603887,,0,-76.61931712,0.194623941,5.742822593,1.348968095,,2,Y,2,Category2,Option2,8.115837477,8.501917282,Yes,Low,
43,0.288332822,-1.797759973,C,,,2.357194649,0.541085447,2.296810188,,3,Z,0,Category1,Option3,,9.645532478,Yes,High,dog
69,0.125394472,0.705938751,C,0,,0.558736201,4.593945057,1.110625017,3.881349778,16,Z,0,Category2,Option3,,11.30911266,Yes,High,cat
19,-0.424725672,0.788634384,D,,167.159299,0.098814767,4.175842433,-1.236787578,,8,Z,0,Category1,Option3,11.92151221,9.08235147,Yes,Low,
,0.450324165,-1.729244881,A,0,,0.270572421,3.726766837,-3.631244841,,3,Z,1,Category2,Option4,,10.82529482,No,High,
,0.713720214,-1.181270259,D,0,34,0.059186602,3.364911788,0.779834824,,3,Y,0,Category1,Option1,,5.134728512,Yes,High,
,0.566648546,0.874123289,C,,,0.477047025,3.333831826,-2.31090207,,3,X,0,Category1,Option4,,6.237197048,Yes,Low,
33,0.04180089,1.452733155,A,0,122,0.022893829,3.142183427,-1.639349002,,7,X,1,Category1,Option4,,14.1832836,Yes,Low,some other
7,0.345989807,-0.617275928,,,,1.772779805,7.347595032,-0.571600125,3.842651927,26,Y,0,Category1,Option4,,11.60831713,Yes,Low,
,0.050998665,0.138683618,,,,1.309857339,9.898046221,-2.34908536,,11,Z,1,Category1,Option3,,10.45440413,Yes,High,dog
,0.938761522,0.758343909,A,0,,0.381475078,5.490242747,0.134568795,,1,X,1,Category2,Option3,11.34048401,12.59184594,Yes,High,dog
,0.425484508,-0.52407745,,,,0.522480603,1.480389422,-0.883386217,,6,X,1,Category1,Option1,5.960858241,9.616834665,Yes,,cat
54,0.598823549,0.137879556,,0,,1.59099584,1.373672407,0.259471911,3.905630688,1,Y,1,Category3,Option3,12.29940568,9.632961611,Yes,High,dog
96,0.730283227,-0.552931238,C,0,,1.230989117,4.161009846,-4.197972822,,9,Y,1,Category3,Option3,,6.922694847,No,High,some other
82,0.003570919,0.420421405,D,,,1.250277847,5.703226425,1.121754422,,1,Z,1,Category1,Option2,6.49534357,14.10800642,Yes,High,
,0.10561688,-1.586735081,C,,,2.57958851,2.524329052,-8.516517097,,17,Y,0,Category1,Option2,12.17059723,11.92420458,No,Low,cat
21,0.536201863,-1.396851379,B,,699,0.306427822,3.036150363,-1.176550733,,3,X,0,Category2,Option1,,12.21669504,Yes,Medium,dog
2,0.60119349,-1.491385128,C,1,610,0.427534484,3.929329509,-2.071851737,,3,Y,1,Category1,Option3,9.27008274,9.929957798,Yes,Medium,cat
,0.724306672,-0.891638426,D,0,706,0.13672312,6.552634834,-0.965383703,,1,Y,0,Category1,Option4,11.18445841,5.727437328,Yes,Medium,
,0.11475286,1.321231152,,0,684,0.539652375,5.726879221,-0.778532256,,9,Y,2,Category1,Option1,,13.22219196,Yes,Medium,dog
,0.357256251,0.154826237,C,0,842,1.137340797,2.421292541,2.154977017,,3,Y,0,Category1,Option3,,8.675126081,Yes,Medium,dog
,0.74678142,1.754797165,B,0,676,0.104318295,2.259599651,-3.345765003,,3,Z,1,Category1,Option3,,12.64122158,Yes,High,cat
38,0.127882311,0.526615902,C,,776.076991,1.636572428,1.610322233,1.27033786,,10,Y,0,Category1,Option4,10.95102669,5.580047446,Yes,Low,cat
,0.967475133,-1.704860193,,,273,1.358102924,2.248788567,-1.571691453,,10,Z,0,Category3,Option3,,14.62338086,Yes,Low,
,0.974451571,1.24917515,B,1,,0.23176255,2.940871443,1.092868744,4.871107708,7,Z,0,Category1,Option2,5.808188834,9.268351037,Yes,High,
,0.485506091,0.118701968,,0,233,0.92211521,0.968681313,1.044210232,3.001607187,8,Y,0,Category1,Option2,11.14134707,11.22043595,Yes,Low,
,0.130289809,-0.194356713,C,,,1.917596223,4.543341416,-1.259447457,3.903131679,7,Y,0,Category1,Option1,13.00494781,11.90699218,Yes,High,some other
,0.018584116,1.251131048,,,136,0.005077859,3.436443057,2.548093682,,3,X,0,Category1,Option2,7.403607238,12.85811516,Yes,,
,0.118221387,-0.623161478,,0,,0.201151663,3.251907788,1.363375477,,1,Y,1,Category3,Option4,,8.764534824,Yes,High,dog
35,0.376419606,2.220426552,,,,0.277989353,2.273232919,-1.840032986,7.027618317,6,X,1,Category1,Option4,10.79892313,10.08925248,Yes,Low,dog
,0.338101115,-0.076693614,B,0,290,1.117967128,1.414194716,-3.414146532,,3,Z,0,Category3,Option2,,6.632741356,Yes,,some other
,0.772803736,-1.414069314,C,,724,0.954823136,0.607585125,-2.806827155,3.0471056,6,X,0,Category2,Option4,,6.565904865,No,High,cat
,0.569762526,-0.363293877,A,1,,0.525071891,0.677741749,-0.512573457,7.048359312,5,Z,0,Category1,Option1,10.42122404,12.65124709,Yes,Low,
,0.438793869,1.270268092,D,,,0.564065162,3.205851167,-0.814989737,,1,Y,0,Category1,Option2,8.64091673,9.780523779,Yes,High,cat
9,-0.217126782,0.330865891,A,0,1122.461993,1.284551481,3.14071716,-1.181928758,2.942187563,10,X,1,Category2,Option2,13.70757477,5.206174398,Yes,Low,cat
4,0.144879175,1.26930962,B,0,,0.845825651,3.272436954,-1.19865768,5.058200998,13,X,0,Category1,Option4,,13.38240718,Yes,High,some other
49,0.761165217,0.560449332,,0,242,0.61411647,0.663810861,-0.180498998,,10,Z,0,Category1,Option1,,8.50912947,Yes,Low,dog
,0.93877231,0.097996964,,,,0.018308244,3.424772595,1.32250463,,1,X,1,Category1,Option4,,12.60954534,No,High,some other
,0.256890029,0.134848683,,0,962,2.5477538,0.842967947,-1.063620904,,2,X,0,Category3,Option3,,8.54407044,Yes,Medium,cat
,0.528646018,1.035633517,B,,,0.17263236,1.005402872,2.770817298,,4,Z,2,Category1,Option2,,10.21946061,Yes,High,
,0.819882919,-0.641532224,C,0,765,0.043559484,0.866589818,-0.62083937,3.968789649,6,Y,2,Category2,Option4,,7.924669221,Yes,Low,
,0.806900431,0.660798905,D,0,,1.311062531,4.989008374,0.258704179,7.965412456,14,Y,0,Category1,Option4,10.57052931,12.5031933,Yes,High,dog
,0.642857424,0.644812782,D,,16,1.691379657,1.398711142,1.773150138,1.9397388,4,Z,1,Category1,Option4,10.5908119,14.71479284,Yes,Medium,some other
11,0.042929339,-0.592395446,D,,,0.523483749,11.61781334,-1.344577168,,26,Y,1,Category1,Option4,11.13671951,11.24381846,Yes,High,
,0.157947569,-0.751727709,,,430,0.863373043,2.353203325,0.10006296,,9,Z,0,Category1,Option3,12.2282455,7.546789637,Yes,High,cat
81,0.840467561,-0.617424147,B,,889,0.338316667,1.756163233,0.678116501,3.850590322,2,Z,1,Category2,Option4,9.161600763,5.026576876,Yes,Medium,cat
,0.81198029,-0.167603526,,0,290,3.401227151,1.12420888,-2.731222611,0.935900901,6,Y,1,Category1,Option4,5.761787262,7.949572004,Yes,High,
,0.135202992,-1.002001643,C,0,346.9374501,1.121022077,2.87245755,1.951271075,5.139430711,2,X,0,Category1,Option1,7.123467309,11.39509803,Yes,,
47,0.577218948,-1.791865525,A,0,,0.248015399,2.347065913,-0.48337513,,2,Z,0,Category1,Option4,11.26234944,7.051643451,Yes,High,dog
98,0.266751817,0.42344101,D,,777,0.464797442,2.453021748,1.958686891,,3,Z,0,Category1,Option1,10.11241409,8.028612057,Yes,High,some other
,0.663335276,-0.792994382,C,0,919,0.044366432,0.460565831,-0.745310487,,3,Y,0,Category3,Option4,,5.944490309,Yes,Medium,
20,0.107430024,-0.381661549,D,0,174,0.493368862,11.1862288,-0.712249388,10.07131395,6,Y,1,Category3,Option3,10.74422295,11.84625231,Yes,Low,some other
42,0.953676067,0.239975163,,,30,3.116075702,4.798413163,-0.307604698,,3,X,0,Category1,Option4,,13.07088404,No,,
57,0.573938421,-0.549795892,,1,728,0.248266044,2.947719524,-1.96746992,,4,Z,0,Category1,Option2,,12.47289809,Yes,,
17,0.073445285,0.918323517,B,,959,0.809526838,7.162603882,-4.148087545,,15,Y,1,Category2,Option3,11.45601004,9.683788381,Yes,Medium,cat
89,0.859815568,0.368788333,,0,129,2.110394042,4.422792014,-1.705946287,,2,Z,1,Category1,Option1,,10.11285324,Yes,Medium,cat
85,0.565358513,-1.167210751,B,,480,2.435272329,1.79142452,-0.683079099,3.976514561,3,Y,0,Category2,Option4,10.99307893,11.5719858,Yes,High,cat
55,0.225589667,-1.017502899,B,0,969,0.665815999,3.280863748,-0.895027148,,1,Z,1,Category2,Option4,,7.159204397,Yes,High,some other
68,0.045546029,0.418990755,,1,193,1.439290694,1.088403043,-0.311248611,,1,Y,0,Category1,Option3,8.675487268,5.277786599,Yes,High,
98,0.984556699,-0.407881391,A,0,,2.545926636,9.683854474,-1.001880783,7.951328885,3,Y,0,Category1,Option2,10.43794034,6.139196534,Yes,Medium,
,0.495178435,-0.757552934,A,0,198,0.575468573,6.304975503,-4.163956349,,2,X,0,Category1,Option1,12.40018285,7.06184162,Yes,Medium,cat
98,0.224026502,-0.634460441,,0,502,2.331364642,3.825876396,0.803510086,2.053044903,2,X,0,Category3,Option1,13.12635969,12.00518284,No,Low,
97,0.575959165,0.904738707,D,,984,2.13026286,2.371733707,0.265327531,,4,X,0,Category1,Option2,10.21693053,8.361344667,Yes,High,
,0.19320058,-0.586565851,B,1,,2.639840449,8.032897964,1.925522649,3.926406194,1,Y,0,Category1,Option4,,12.21115081,Yes,Low,dog
11,0.262823821,-0.616669438,,,771,2.464570708,7.259705191,-3.141212917,3.091648609,1,Z,1,Category1,Option1,13.63223198,9.881995905,Yes,Low,cat
97,0.924871209,0.190970193,B,,181,0.370910179,2.447721138,-1.151759406,,6,Y,0,Category1,Option4,13.07827385,10.92403066,Yes,Low,cat
25,0.277312025,-0.161047771,,0,373.9292641,0.049103664,4.421614776,-0.249324445,3.040039909,15,Z,0,Category3,Option2,,9.567172524,Yes,High,
97,0.528500738,0.312843609,A,,470,2.294209974,7.326775167,-1.630762511,6.114379688,10,Y,0,Category1,Option1,,8.323045977,Yes,High,dog
,0.292881343,1.303206255,C,,883,0.5083775,3.729250372,1.060407578,,6,X,0,Category1,Option4,11.39278373,11.53520944,Yes,High,dog
45,0.285745743,-1.891702044,A,1,-38.95136233,0.985022177,0.712540799,2.321110382,1.947619463,2,Z,0,Category2,Option1,9.846923763,7.062013614,Yes,Medium,dog
6,0.590597305,-1.581106853,,0,256,0.40162382,1.378014271,-0.435031196,,5,X,1,Category1,Option2,13.37870912,8.341487533,Yes,Low,
,1.355959226,0.536340337,B,,1211.45568,0.671765232,1.904858115,0.726074765,,9,Y,0,Category1,Option3,11.78878883,6.772114516,Yes,,
88,0.00807202,-0.694432933,,0,,1.470461202,1.973142681,2.175636713,,1,X,0,Category1,Option1,,8.834065978,No,High,
,1.332146771,1.161198933,D,,255.2286268,1.801921555,3.141982779,-2.209561852,4.831840368,7,Z,0,Category1,Option4,10.53928355,7.023024706,Yes,High,cat
,0.803113074,-0.632305052,B,,,0.598088893,3.095223823,0.599917867,6.901448228,10,X,1,Category1,Option3,13.41986137,11.73617027,Yes,Medium,dog
16,0.264669779,0.447159771,D,0,140,1.043806247,1.950702262,-1.752319619,4.981444277,12,Z,0,Category1,Option3,,6.13606599,No,,cat
23,0.112399778,-0.381363962,A,,,1.788818473,2.186494798,-0.342697914,,10,X,0,Category1,Option3,12.80749459,10.88295762,No,Low,cat
,0.332023062,-0.065241515,,,,1.736568054,2.633478355,-0.700756862,6.150690579,4,Z,0,Category2,Option1,11.49511584,11.47170708,Yes,Low,dog
3,0.679898625,-0.055516196,,0,,0.759762031,0.940829409,0.354504606,,5,Y,1,Category3,Option2,11.7012068,12.63605842,Yes,Low,some other
,0.652155529,-0.014949179,D,0,782,1.855730054,1.696858983,-2.246083942,,2,Z,0,Category1,Option3,12.59214354,6.045255301,Yes,High,dog
,0.849048569,-0.667827201,D,1,173,1.134195435,9.657776521,0.710747233,7.986588034,1,Y,2,Category1,Option3,10.3559511,7.084169327,Yes,High,dog
,0.940764549,0.848703668,C,0,,0.473484353,2.726841254,-1.775282757,,2,X,0,Category3,Option1,,14.81830877,Yes,High,dog
,0.673022998,0.651692627,,0,,1.570325668,0.793632475,1.504048107,,3,X,2,Category1,Option2,10.79123431,12.8320835,Yes,Medium,some other
5,0.860223587,0.617931452,A,,,0.497921185,0.116474585,1.061061335,,1,Y,2,Category1,Option4,7.764236785,13.75848052,Yes,Medium,cat
,0.262687121,0.035326229,D,0,,0.069591645,7.543853667,0.074874693,,4,Z,1,Category1,Option3,8.30247626,5.366801871,No,High,cat
,0.442526778,-0.841051768,B,,870,2.492198236,1.533666761,1.819007203,8.897315188,1,Y,0,Category1,Option4,9.93405784,13.13477619,Yes,High,dog
,0.317889668,-0.568855695,,0,551,2.789440063,1.866987919,-2.343068385,,15,Z,0,Category2,Option4,5.816634477,6.758146657,Yes,High,cat
,0.769293741,0.353915973,,0,,3.800901726,11.00230175,-2.47155319,0.993882292,2,Y,0,Category1,Option4,,11.64927357,Yes,Low,
,0.748055417,0.261304953,D,,173,1.070053541,6.787462616,-1.007211806,3.982906482,5,Z,1,Category1,Option2,,6.35253013,No,High,dog
7,0.401320973,0.004783112,B,0,608,1.147639481,2.189729341,2.764795812,,36,Y,0,Category2,Option4,8.847350191,12.12882649,Yes,Low,dog
,0.666478306,0.58930634,C,,,0.090379148,6.388014621,2.773453177,4.931180921,2,Y,0,Category1,Option2,11.93849696,13.94759511,Yes,Medium,cat
51,0.01305793,0.809825314,A,,161,1.406936628,1.081748628,0.244384984,4.015047115,1,X,1,Category2,Option3,8.390804851,11.92583989,Yes,High,
,0.906576633,-0.051285786,,0,245,0.977473706,1.746474263,-0.158207917,,8,Y,1,Category1,Option2,,14.05689548,Yes,Medium,
,0.422822837,2.219812098,,0,,1.244916165,2.372883952,-1.850322737,7.933062848,2,Z,0,Category1,Option1,,8.845358231,No,Medium,some other
11,0.906292238,-0.969453661,B,,443,0.136360569,7.229501947,-0.105400284,,4,X,0,Category1,Option1,10.48194763,6.492591293,Yes,High,cat
67,0.045536697,-0.726167708,B,0,927,0.315131524,1.549243946,-2.376269621,,6,X,0,Category1,Option3,,5.746023411,Yes,,dog
77,0.083554531,-0.274571676,,0,385,2.289979033,6.13736226,-1.132071767,,5,X,0,Category2,Option1,14.33178445,12.78459498,Yes,High,
55,0.499883118,-1.484736541,B,,861,1.851380309,1.18069733,-1.384333986,,3,Y,0,Category3,Option3,,9.285405663,Yes,High,cat
88,0.222109489,0.904096659,C,,420,0.795026554,5.111417086,0.655948073,9.010950909,14,Z,1,Category2,Option3,9.408802091,7.052956096,Yes,Medium,cat
,0.73017758,-0.153740998,B,0,305,0.91412626,1.752512153,-0.924454118,,12,X,2,Category1,Option1,9.282687721,11.90212877,Yes,High,
86,0.682888102,-0.476482193,,,446,0.79111777,2.190517601,-1.232360796,,3,X,1,Category1,Option1,12.36014225,6.416977898,Yes,High,cat
,0.630667545,0.154702719,D,0,,1.95928602,1.46006449,0.111353924,2.119176821,1,Y,1,Category1,Option2,,9.843163058,Yes,Low,
93,0.840993344,0.155355788,,0,,0.931792665,3.596606208,-1.291819013,,3,Y,1,Category1,Option1,,7.659668636,Yes,Medium,dog
,0.846580174,-0.523312849,A,,,0.155369882,2.738776755,0.93845313,,12,X,0,Category1,Option4,9.042552564,10.14435509,Yes,Medium,
78,0.270735805,-0.217305483,,0,127,0.051014244,4.369412368,0.039479672,,2,Z,2,Category2,Option2,5.683633279,6.756243715,Yes,High,
,0.220864067,1.748388774,C,,,0.229552756,3.744836145,-1.711989248,,2,Z,1,Category1,Option3,12.83215299,14.45914345,Yes,High,dog
,0.677472698,-0.523916238,,0,186,0.586243836,1.831780976,-0.49305868,6.987979695,7,Z,1,Category1,Option3,,8.620532539,Yes,,cat
,0.109308885,-1.094953039,,1,,2.231156736,5.387416539,-0.26495337,12.93591753,1,X,0,Category1,Option2,,11.8805389,No,Low,some other
,0.202246365,-0.619999328,D,,621,2.222899482,4.3934571,1.881709897,,9,Z,2,Category2,Option3,7.289248549,13.21917461,No,Medium,cat
,0.889907443,0.131201121,B,,644,0.833226551,0.342672508,1.432053203,,4,Y,0,Category1,Option3,,6.207171781,Yes,Medium,cat
,0.642391335,1.985526104,,0,480,0.763652606,0.488340142,-1.296145722,,4,Z,0,Category2,Option2,,6.192583369,Yes,High,some other
78,0.196495297,-0.798606481,B,0,,1.924354717,7.387127392,1.348179108,6.85144018,3,Y,0,Category2,Option1,8.824060228,11.77210254,No,Low,cat
,0.684716774,-0.202084347,,0,382,0.695404242,0.668280047,9.915071446,,1,Z,1,Category3,Option2,8.788079773,14.37987412,Yes,Low,
,0.186688404,0.989742974,C,0,739,0.177574571,3.312607869,1.411437746,6.173605474,1,Y,0,Category3,Option1,8.775806284,12.83285438,Yes,High,cat
,0.915698767,-1.771171655,,0,669.277653,0.826923944,12.56504583,0.28420581,,17,Y,0,Category1,Option4,11.06645314,13.57990491,No,Low,cat
16,0.216972025,-1.645894188,C,0,701,0.570504466,2.349659834,0.354259725,,5,X,1,Category1,Option1,,13.35168534,Yes,High,some other
,0.713644787,0.116442948,,0,113,0.40836566,1.316624642,-1.197299071,,4,X,1,Category3,Option2,,13.32907392,Yes,High,cat
,0.982215208,0.567265064,,,132,1.125318933,6.107978779,-4.908957827,9.942124902,2,Z,1,Category1,Option4,9.419766083,12.17348957,Yes,Low,cat
,0.491499768,-0.8586012,,,262,0.005464143,2.410240336,0.925345667,,2,X,0,Category3,Option1,6.560466497,14.90388739,Yes,High,cat
,0.661835309,-1.474814058,,0,243,0.481266379,5.351513403,-5.390220616,,2,X,0,Category2,Option2,14.4601272,5.758687671,Yes,Medium,cat
18,0.999314705,-1.102380938,A,,748,0.283256393,1.308873951,1.10917124,3.140616342,7,Y,0,Category3,Option2,,9.820146447,No,Low,
,0.401466174,-0.523512225,A,0,,0.356783652,2.486064402,1.641337086,,1,X,1,Category1,Option4,,6.75347362,No,High,cat
,0.481505095,3.027667605,D,0,386.2085894,1.423957666,0.740297976,3.600032694,,11,Y,0,Category1,Option2,8.524582848,8.886566676,No,Medium,cat
,0.102207132,1.163614793,,,119,0.107557575,0.977175187,4.103894982,8.023171629,4,X,0,Category1,Option2,4.410299726,14.97595868,No,High,
,0.011736538,-0.290196686,C,,,0.034581357,1.5158325,-0.404220894,4.826815392,9,X,0,Category1,Option3,10.3722881,9.694084308,Yes,Low,dog
,0.96571046,-0.906970583,B,0,,0.977201255,3.98057613,-2.359748049,8.017730853,2,X,0,Category1,Option2,,14.81358827,Yes,Low,
73,0.554288645,-1.436949018,,0,-457.9646799,0.456631653,2.917643544,2.787702141,,2,Y,0,Category1,Option2,7.096952181,8.816629715,No,High,cat
8,0.369760727,1.904263121,,0,,1.050960749,7.547330365,-1.628255095,,7,Z,1,Category1,Option3,,7.351313462,Yes,High,dog
,0.456591398,-0.783050819,,,301,0.458007869,3.431141363,0.267614043,6.855208838,4,X,0,Category1,Option4,8.555508944,7.298480135,Yes,Low,cat
11,0.105497136,-0.712571707,,0,,0.093792641,1.348307369,0.13979406,8.034349274,2,Y,0,Category1,Option4,,11.12498612,Yes,Medium,some other
,0.028449338,0.722882481,C,,961,1.45381075,,-0.075000959,,3,Z,0,Category2,Option2,7.728725605,6.162831104,Yes,Low,cat
51,0.756571151,-0.414668127,A,0,,0.671852916,8.126439226,-3.308844726,,5,Z,0,Category2,Option2,9.267104387,13.71767448,Yes,High,dog
81,0.535875682,-0.101412323,,,875,0.209065002,2.93291712,2.343457678,,2,Z,1,Category1,Option3,5.017593892,14.36571563,Yes,High,
,0.89911188,0.683538378,A,,,1.123915616,1.42008126,-2.6638019,,4,Z,0,Category1,Option1,9.316747749,6.078733551,No,Medium,some other
,0.611629657,-0.448670753,,0,32,1.046625723,3.451577824,-1.810221947,,6,Y,0,Category2,Option2,8.179626369,13.27887406,Yes,Medium,some other
3,0.468176594,0.943260828,A,,23,0.501767445,7.583789783,-5.062849197,1.902546105,1,X,1,Category2,Option1,10.04333683,8.948678694,Yes,Medium,dog
88,-0.468433883,-0.34087512,A,0,1256.807262,2.964528269,3.179672811,-4.139762549,2.981737512,2,Y,1,Category1,Option1,9.449581966,14.02532439,Yes,Medium,
,0.641332942,0.665273618,D,,509,0.694529313,3.437628516,-5.989624158,12.22387948,5,Z,1,Category1,Option2,7.504753886,5.948181254,Yes,Medium,some other
,0.337470763,0.911591616,C,0,,1.230332682,2.72059019,-1.538318244,,10,Z,0,Category1,Option2,9.191508671,7.112857806,Yes,High,cat
58,0.630728613,-0.402882,,0,578,0.580727256,3.734228717,1.548004837,,9,Y,2,Category3,Option1,12.53652839,12.57309807,Yes,High,cat
,0.339332882,1.373451604,C,0,501,4.417879731,5.793482711,-1.469080312,6.075942623,8,Z,2,Category1,Option2,,8.545464211,Yes,High,
78,0.90782444,-0.437662861,C,,35,1.10184775,3.746214391,1.673040619,2.010043116,5,X,2,Category1,Option1,7.578512159,11.94404601,Yes,Medium,cat
,0.222663121,-1.087264037,,,860,0.492042144,7.698213641,0.508101903,,3,X,0,Category1,Option4,6.108617863,13.00169038,Yes,High,cat
76,0.243742986,0.723874751,B,0,,0.024803183,12.75650064,-2.325564667,,4,X,1,Category1,Option4,8.22818289,10.99724971,Yes,Low,
,0.740141921,-0.300768316,,0,,0.909169609,4.517664229,-0.402912756,4.111612958,8,X,2,Category1,Option1,,11.58847035,No,Medium,cat
25,0.777398369,-0.749083465,,0,,0.017198138,4.910413886,-3.66359375,2.843544098,7,Z,0,Category1,Option1,11.70645316,10.04000006,Yes,Low,
11,0.514778045,-1.5419842,D,,577,0.216212904,3.214809991,-0.888267104,,3,X,1,Category3,Option4,9.058666482,8.982113646,Yes,Low,
,0.684707362,-0.468442329,A,0,,0.668951366,3.824310998,0.356579863,,5,Y,0,Category1,Option3,,11.45056191,Yes,High,cat
,0.335176522,-1.222412152,,0,,1.832855182,1.688470132,3.020854756,,4,Z,0,Category1,Option3,9.370505948,8.689877535,No,,
,0.231283487,-0.974236505,A,,901,0.458059301,6.728252402,3.095311212,4.863545356,7,Y,0,Category1,Option1,12.73922252,13.76033008,No,High,cat
16,0.642434035,-1.326344309,A,0,,0.706549856,5.468734626,1.296591645,,5,X,0,Category1,Option3,6.011552539,14.77403043,Yes,High,
,0.525088604,-0.632982197,,,,0.435897098,1.916204306,-0.240726973,1.004443236,3,X,0,Category1,Option4,10.9486296,8.977003238,Yes,Low,
,0.891770078,-1.752538173,A,1,561,0.949704347,2.723353069,0.373939828,,4,X,0,Category1,Option4,12.7498788,9.78961753,Yes,Medium,
33,0.487800672,0.073080537,B,,858,0.56831341,2.209315927,0.020191904,,8,Y,0,Category3,Option1,8.701892304,12.69583398,Yes,High,dog
33,0.108879844,-1.452859716,,0,,0.396861688,2.831753301,0.655257439,2.125523432,11,Z,1,Category1,Option2,10.30264607,8.010731307,Yes,High,some other
,0.790841242,0.670043353,,,294,0.563671173,3.863502447,-2.896534527,,3,Z,0,Category1,Option4,7.274079445,12.05916109,Yes,High,
,0.370219532,0.466645955,D,,40,1.322834906,3.212567932,0.297779079,,3,X,2,Category1,Option3,8.630587164,9.504411516,Yes,High,dog
72,0.251198635,1.595391472,,,,0.596015131,2.135648367,1.431146558,,1,X,0,Category1,Option3,9.345180538,10.09081561,No,Low,cat
77,0.540260409,1.887296295,D,,463,1.410460985,1.736119206,0.058567798,4.849190185,4,X,0,Category1,Option3,6.69419074,5.207446309,Yes,Low,cat
,0.105101968,0.656611276,,0,175,0.102283554,4.781506069,-2.168065742,1.960382349,3,Y,1,Category1,Option3,,13.2448285,Yes,High,dog
,0.053057358,0.810467547,B,0,,4.174091673,6.008103329,1.5972098,,1,Y,1,Category1,Option2,11.30917117,10.66079024,Yes,High,some other
23,0.618131723,0.090276141,A,,10,0.198846438,2.114061878,-0.731054967,2.891935805,3,X,0,Category1,Option3,11.5110341,13.16374509,No,High,
68,0.038454511,-0.142055208,A,,119,0.232064347,8.049022668,-3.821099728,6.988160339,1,Y,1,Category2,Option4,10.03283448,6.273540198,Yes,High,dog
,0.603305553,-0.657138709,B,0,547,0.392162424,4.202972834,-2.98109125,,4,Y,0,Category1,Option1,10.8911463,8.125094188,Yes,Low,
,0.259119425,1.103410838,,1,275,0.225376131,1.093788181,0.541106049,,5,X,0,Category1,Option3,10.53311256,6.371090432,Yes,Low,cat
64,0.965493973,2.363804365,,0,,0.541693154,1.193443528,-1.156392152,,6,Y,0,Category3,Option1,9.051508937,13.8480785,No,Low,
31,0.51497592,-2.570326416,,0,,0.72099962,9.361928318,0.540610219,8.007592553,1,Z,1,Category1,Option4,,11.94930136,Yes,,cat
,0.773872315,0.392134383,C,,,1.748722107,3.516495045,0.803662022,5.088744819,9,Z,0,Category1,Option2,,14.6025214,No,Low,cat
,0.864492796,1.917045087,,1,579.6194439,0.585436848,8.404765651,-0.48790068,,1,Y,0,Category3,Option3,,9.436037294,Yes,Low,some other
15,0.940616888,-1.510547642,,0,638,0.162347709,1.567709126,-0.386954625,,1,X,0,Category1,Option4,12.13480007,7.8691679,Yes,Low,some other
,1.372033241,1.514326564,,,64.57293477,0.619975313,3.32447325,1.344468454,,3,X,0,Category2,Option4,8.823158614,7.896473741,Yes,,
12,0.5375568,-0.027488096,B,0,-339.9761005,0.312183037,4.46779076,2.679660116,4.794067299,9,X,0,Category1,Option1,,7.53182674,Yes,High,dog
,0.407273655,0.650565034,D,0,-411.6495287,0.077661823,5.1542496,-1.154797226,8.150938545,1,X,1,Category1,Option3,,11.75806001,Yes,Low,some other
10,0.025476004,-2.442648783,B,0,75,0.226499758,1.356377322,-2.475634333,0.942527946,8,Y,0,Category1,Option2,,7.147010386,No,Medium,some other
80,0.83707937,-0.26464936,A,0,,0.127580045,5.652181752,2.756031719,11.01002814,1,Y,1,Category1,Option1,8.176380344,8.777814722,No,Low,
,0.512220454,-1.363345053,,0,,1.170880195,,-1.428186879,,6,Z,0,Category3,Option4,9.291104245,13.46087119,Yes,High,some other
,0.004431714,0.296071612,B,0,,1.743155921,2.778816247,-0.038299271,,5,Y,1,Category2,Option3,9.161602587,10.8792642,Yes,High,
,0.098172153,-1.255133056,D,,565,1.483323012,3.023930115,-0.223936446,,6,Y,2,Category1,Option3,10.77506861,7.35033644,No,Low,
67,0.133790335,-0.877361156,B,0,,1.704520899,5.345038954,-2.187788231,6.91856479,4,Z,0,Category1,Option4,,9.433825273,Yes,High,cat
