Feature1,Feature2,Feature3,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature13,Feature16,Feature17,Feature18,Feature19,Feature4_B,Feature4_C,Feature4_D,Feature12_Y,Feature12_Z,Feature14_Category2,Feature14_Category3,Feature15_Option2,Feature15_Option3,Feature15_Option4,Feature20_dog,Feature20_some other,Feature1_Feature2_Interaction
66,0.340540199,0.85564533,0,507.6797004,1.35989117,0.089354609,0.082833563,4.936186213,4,1,10.03872728,13.61676042,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,22.47565312
19,0.034342497,-0.67948207,0,838,0.345752295,3.36895252,1.562316238,2.956768845,4,1,10.03872728,10.61025679,1,Medium,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.65250744
76,0.816271241,-0.516422952,0,268,0.16947331,1.600958553,0.503980838,10.97239963,1,2,12.15129395,10.61316279,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62.03661434
30,0.675226753,-1.315454925,0,307,1.006107905,3.360472204,0.407917061,5.078362346,2,0,8.101722509,12.57403136,1,High,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20.25680258
47,0.742936897,-2.02931497,0,507.6797004,0.78733833,9.913446895,-0.435904278,4.936186213,4,0,10.03872728,9.807142701,1,High,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,34.91803417
85,1.452799298,0.002053242,0,-414.6729856,0.011308135,4.570104852,-0.097336891,4.936186213,3,0,10.03872728,12.24445853,1,High,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,123.4879403
77,0.603454757,-0.59167432,0,552,0.602479347,3.788327936,-3.908705331,4.936186213,1,0,8.755616818,7.424444743,0,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46.46601632
49,0.13236675,-0.272855975,0,507.6797004,0.461045467,2.742080992,-0.715436844,5.069282969,1,0,10.03872728,5.18329922,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.485970736
47,0.102644361,-0.496998615,0,881,0.056544145,0.603254386,0.888781053,4.936186213,2,0,10.03872728,8.925434056,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.824284972
12,0.739302114,-1.503645633,0,507.6797004,0.838726792,1.430289602,2.379470564,4.045446225,2,0,10.03872728,10.12346347,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.871625364
64,0.801671135,0.406914095,0,439,2.38083243,2.253563977,1.105927528,7.08855302,2,0,6.057985565,7.540808137,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51.30695263
47,0.547693803,0.682087454,0,507.6797004,0.497267582,4.517621105,-0.250028487,4.936186213,18,0,10.90046168,5.750734919,1,Low,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25.74160873
36,0.140711289,-0.160282234,0,955,1.701917949,3.196211146,0.198800563,4.936186213,19,1,9.360938852,11.44543328,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.065606387
10,0.749342846,-0.097438675,0,902,0.584724565,1.993345248,-0.783203645,4.936186213,9,0,9.217154368,9.461586884,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7.493428465
32,0.10703503,-0.68426716,0,302,0.156601645,1.9481972,0.771255439,4.936186213,1,0,10.56892424,14.88760753,0,High,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.425120971
28,0.583913389,1.08278764,0,376,2.147523962,1.962099495,-1.27477068,2.022998788,1,0,10.96205745,12.57456696,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16.34957489
47,0.733998674,1.825638233,0,507.6797004,0.205198118,1.235904921,0.88083004,4.936186213,2,0,10.03872728,11.04197375,1,High,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34.49793766
47,0.713538187,-0.363809914,0,577,0.241060517,4.331473183,-0.268084032,4.936186213,1,0,7.887601305,14.69984776,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,33.53629478
47,0.71173207,0.128482388,0,507.6797004,0.423061591,3.675242975,-0.775585594,6.764315519,6,0,10.03872728,8.449208878,1,Low,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.45140727
47,0.482562881,-0.917756616,0,-369.0137356,0.068955143,6.541882576,-1.254907904,6.006156939,1,0,9.483420063,14.73711574,0,High,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22.68045542
47,0.902299471,1.823809294,0,507.6797004,0.069523503,1.488203727,0.265950458,4.936186213,10,0,10.03872728,10.76313692,1,High,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,42.40807513
47,0.482243196,-0.897794525,0,936,1.410795559,2.036269019,-0.855012327,5.08860736,6,1,8.491614854,7.737026774,1,Low,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22.66543021
47,0.138861446,2.475595407,0,507.6797004,0.202000539,3.301814173,-0.901072702,4.936186213,3,0,10.03872728,7.234537498,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6.526487943
47,0.498354939,-2.332837254,1,336,1.396120845,2.658817793,0.835709517,4.075148895,2,0,10.03872728,9.258544801,1,Low,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,23.42268214
36,0.496786294,1.432518211,0,715,2.467379653,9.017814678,0.61475611,4.936186213,12,2,10.03872728,14.25157428,0,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,17.88430657
47,0.860353408,-0.833454503,1,-67.44982322,0.242084544,7.192963484,2.291132754,4.936186213,14,0,9.057785688,13.65345484,1,Low,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.4366102
53,0.240270155,-0.134241105,0,882,1.728635485,2.143013748,2.298661032,4.936186213,7,0,9.05015212,10.2922377,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,12.7343182
70,0.26691143,1.596321656,0,880,2.365706739,3.598533632,1.085858117,4.936186213,2,1,10.03872728,5.446424619,1,Medium,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18.68380012
9,0.078111727,0.296137887,0,507.6797004,0.706583247,4.571355348,-3.563404333,1.945872865,7,0,10.03872728,10.21260022,1,Medium,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.703005541
47,1.370558261,-1.188448674,0,300.8266221,2.788546502,1.853734104,-0.276998508,6.020249281,2,1,10.03575668,12.79888259,1,High,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,64.41623826
47,0.418265555,0.699039957,0,184,0.028724007,3.030905122,3.585201753,2.939808852,3,1,11.8577523,9.284424288,0,Medium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.6584811
47,0.537518254,0.520385217,0,230,0.991909701,4.217992865,1.278930277,4.936186213,5,1,10.03872728,6.360147187,1,High,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.26335795
47,1.358768113,-0.422053465,0,258.3092465,0.681268675,4.92132455,-2.418131426,4.936186213,35,0,10.49497412,8.669070481,1,High,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,63.8621013
60,0.705058604,-0.782718193,0,361,1.105629666,3.91353729,-2.504682882,4.936186213,3,0,8.946344667,5.479602611,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42.30351622
47,0.990912002,-0.229006895,1,751,0.431514597,2.600363532,2.141771949,5.928903539,2,0,6.701486903,6.221025577,1,High,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46.57286408
47,0.593577895,-1.218149513,0,170,1.206317369,0.877040309,1.32293253,2.962056833,5,2,11.62726508,9.471666136,1,High,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27.89816107
2,0.938916268,-2.588550185,0,507.6797004,2.336281777,2.978264152,1.799227542,4.07910914,1,0,10.58209855,12.00974131,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.877832536
47,0.854956566,1.133843889,0,845,0.461610521,5.576523669,-1.497657708,4.936186213,7,0,10.03872728,12.54166246,1,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,40.18295862
47,0.85572919,-0.290551667,0,1160.208561,3.078859187,5.535112857,-4.328697226,4.936186213,7,1,10.03872728,8.745568042,1,High,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,40.21927191
35,0.796193405,1.674755961,0,507.6797004,3.379103121,1.386013858,-1.709030234,7.966052477,1,0,10.03872728,5.208858422,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27.86676917
47,0.22323546,-0.074849032,0,926,0.702039721,6.74457538,0.615608272,4.936186213,3,0,10.70062806,8.041757195,1,Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10.49206661
47,0.948300645,-0.914634954,0,80,0.006695285,6.223539344,-4.708785497,4.17309869,5,2,7.761378766,7.588810879,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44.57013034
47,0.119679076,0.743317307,0,577,1.181735373,3.360472204,-0.304128586,7.104822874,8,0,10.32364553,6.935809749,1,High,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.624916582
47,0.205473698,-0.603091062,0,691,1.209103348,1.369922702,-4.40547582,4.936186213,1,0,10.03872728,13.46279377,0,High,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9.657263807
99,0.303365081,0.1173906,0,94,0.52728603,2.919639328,-1.322777187,5.979027086,3,0,8.512002343,14.62167318,0,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,30.03314301
56,0.003091622,-1.037430039,0,384,0.020241547,11.35931378,-1.147882958,2.002047005,1,0,9.929824741,14.4477344,0,Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.173130852
66,0.013682571,-0.003327747,0,582,0.359468318,1.584284287,-2.140659741,4.936186213,2,1,10.28870947,8.355258487,1,Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.90304971
47,0.63831772,0.044617031,0,507.6797004,1.291741123,3.364552288,0.867459658,2.090703952,7,1,8.357610977,7.494805949,1,High,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.00093284
47,0.055884095,0.112619931,0,84,1.070884655,3.269331323,1.428442137,5.968568208,7,0,10.92976332,13.22411445,1,Medium,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.62655247
47,0.101273302,1.316172176,1,939,0.720401819,4.67081267,0.650448308,5.094587524,2,0,10.03872728,6.840006995,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.759845207
47,0.433554716,-0.925349597,1,856,1.538406302,4.379214886,1.634406036,7.958193542,4,2,10.03872728,11.15733602,1,Medium,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,20.37707163
47,0.759058829,1.94571616,0,507.6797004,0.78066727,3.337820835,-0.44734956,5.919088536,3,2,10.03872728,5.259239924,1,High,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,35.67576498
42,0.352288079,0.721474457,0,363,2.335632507,3.673293658,0.833901936,4.936186213,6,0,12.17492367,10.82974023,1,Medium,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.79609933
74,0.886417233,-0.08081454,0,867,1.187464434,3.193635129,0.358094906,5.081146571,2,0,8.448243182,14.52538663,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,65.59487523
37,0.177340843,-1.029773563,0,694,0.274155706,4.792083639,0.948904411,4.936186213,1,1,10.03872728,5.579882754,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6.561611173
40,0.224451628,-0.514772748,0,507.6797004,2.344339468,2.071514853,0.938739391,4.936186213,4,1,11.7199096,14.21213713,1,Low,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8.978065101
47,0.043838785,1.278497884,1,926,0.938151451,0.238480906,1.70616601,6.070719605,1,1,8.843561024,5.108400824,0,Medium,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2.060422909
4,0.96539892,0.112289053,0,-195.1441594,2.55073042,5.040501332,-0.873696985,3.035468339,5,2,7.947475979,9.5895522,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3.861595681
51,0.767317224,0.518854045,0,507.6797004,1.447847941,5.297666466,0.040501363,4.936186213,2,0,10.03872728,11.01693018,0,Medium,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.13317844
22,0.927893967,0.105569183,0,507.6797004,0.839628055,0.903113808,-2.365071689,4.936186213,22,0,10.03872728,10.91492717,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.41366728
47,0.85707491,0.656366605,1,507.6797004,1.456357793,2.090039173,-0.835326542,4.936186213,6,0,6.40157942,14.78696623,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,40.28252079
47,0.006100438,-0.680710244,0,507.6797004,1.375691288,1.598605972,0.056207002,4.936186213,1,0,12.91247573,6.128945161,0,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.286720582
47,0.634485601,-0.826688641,0,507.6797004,0.599626788,1.526842662,-0.921668726,2.875773831,1,0,11.26521838,5.175839788,1,High,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.82082327
7,0.213399448,1.211663487,0,507.6797004,1.496613242,6.958930288,-3.972285263,3.025093335,11,1,8.00635623,6.629056062,0,Medium,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.493796139
47,0.056528153,0.294465208,0,507.6797004,2.021939409,0.238798126,3.373971005,1.024668077,2,1,7.509668896,6.82304319,0,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2.656823196
47,0.979891484,0.203676852,0,669,1.043562271,5.313159754,2.010530927,4.936186213,2,1,10.07224222,14.92936612,1,Low,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,46.05489974
15,0.295740264,-1.375638628,0,258,3.382483588,2.331361622,-0.675038008,4.936186213,2,1,9.724796411,13.42247809,0,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4.436103954
47,0.43821568,1.039224356,0,507.6797004,4.13956038,4.838903946,-2.289989166,4.936186213,3,1,10.03872728,7.625746758,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20.59613698
47,0.473075142,-0.473218697,0,598,2.96637101,4.183263018,-0.398213621,2.887000672,1,1,10.03872728,5.139145292,1,Medium,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22.23453166
77,0.972619706,0.457495607,1,321,1.97263817,3.360472204,-2.326137895,3.989327357,6,0,6.265490322,5.52526203,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74.89171739
47,0.496006201,-1.332757133,0,507.6797004,0.698144243,1.69217061,-0.716846165,1.917909028,2,2,10.40677364,6.844561947,1,Medium,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,23.31229143
47,0.021435233,0.379583606,0,1262.373153,1.53561311,1.756562408,1.09454302,4.936186213,10,0,10.03872728,14.75880954,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.007455959
47,0.270633483,1.059721138,0,247,0.103862506,9.083048749,-0.888219542,4.936186213,5,0,8.65232315,6.752026173,1,Medium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12.71977368
47,0.559668289,-0.052601526,0,887,0.151341727,9.065970584,0.701847424,4.936186213,15,0,10.03872728,14.23496133,1,Medium,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.30440957
47,0.511651696,0.802091711,0,314,0.594060083,7.848034202,0.858496227,4.936186213,2,0,14.8702361,11.8287088,1,Medium,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24.04762971
32,0.090918548,-0.807646048,0,507.6797004,3.941287256,3.976756967,-1.780819853,4.936186213,5,0,7.667939388,12.88930334,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2.909393541
47,0.860841853,1.217678645,0,507.6797004,0.168074721,1.740193555,-0.868240014,4.162224234,5,1,10.03872728,6.973442262,0,Medium,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.45956711
47,0.153639823,0.094441649,0,308,2.686327099,3.088750939,-0.758387016,2.97427241,5,0,10.40155957,11.85101252,0,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.221071669
52,0.433646862,-0.157611845,0,439,1.382068012,10.2708844,-1.322815636,3.763186322,1,1,12.93582022,9.161665021,0,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22.54963682
47,0.909350465,-0.563391192,0,507.6797004,0.123005902,2.069408921,-2.24826279,4.936186213,5,0,10.03872728,14.34596321,1,High,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42.73947184
47,0.602680766,-1.88183313,0,597,1.614232572,8.314511783,-0.158898687,3.984536127,2,2,9.673945992,8.058438466,1,Low,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,28.32599602
46,0.385079753,-0.887406897,0,507.6797004,1.165281166,5.254341538,1.545716739,5.97100129,1,1,10.03872728,8.442504877,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,17.71366862
96,0.790847253,-1.113058002,0,742,1.430656703,2.401382703,0.639462317,4.936186213,1,2,10.95847632,10.02167494,1,High,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,75.92133629
47,0.066145709,0.130589025,0,300,0.571716955,6.622768322,-0.11111404,4.936186213,10,0,12.74435517,13.3844466,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3.108848322
84,0.760450226,-0.466050827,0,433,0.522310068,0.64657479,0.772874678,4.130305304,5,1,10.03872728,9.761675471,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63.87781894
23,0.864616626,0.144770613,0,817,0.539670287,2.879649264,0.74844276,4.936186213,11,1,10.03872728,6.738108765,1,Medium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,19.88618241
15,0.777516669,-0.429108877,0,695,0.947025004,6.077014752,0.319038348,6.035820394,1,0,10.03872728,8.253065612,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.66275004
44,0.286446379,-0.117669757,0,975,0.116994402,6.880059208,-1.185725897,4.936186213,1,1,10.03872728,5.29204186,1,Low,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,12.60364066
47,0.537606512,-1.204304497,0,458.8841315,0.231766155,1.018665705,-1.120068814,3.938770574,4,1,7.233192601,5.950515372,1,High,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25.26750608
47,0.837111399,-1.321180137,0,904,0.174886692,1.718532405,-2.294576467,4.936186213,1,0,10.03872728,13.95684744,1,Medium,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,39.34423575
98,0.226143303,0.506817689,0,156,0.233517258,1.881994729,0.772453724,2.946311537,2,0,10.44972614,6.295820153,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,22.16204372
47,0.537893576,-0.829815469,0,580,2.703886752,1.62294139,3.691805892,2.106106028,11,1,11.31361098,8.515457516,1,Medium,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25.28099807
45,-0.192564095,0.225153671,0,1149.533693,0.05783271,2.980374369,-1.296783608,4.936186213,2,0,8.424067048,5.633546687,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,-8.665384283
47,0.812328626,2.194315231,0,628,2.527849023,6.966417763,-1.865734636,4.936186213,1,1,10.84591901,5.520172886,0,Low,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38.17944541
47,0.016132016,1.002487236,0,507.6797004,2.959169888,1.061447559,-1.150574959,4.710630565,5,0,12.68681476,10.98827144,1,Low,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.758204753
47,0.999897293,-0.111312752,0,626,1.058769588,5.197365688,-1.715663299,2.844756327,5,2,10.3120688,7.560634043,1,Medium,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,46.99517277
27,0.14014,-0.902552221,0,507.6797004,4.31596996,0.84348772,2.574916202,4.936186213,3,0,11.8133208,5.547880775,1,Low,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.783780013
77,0.356066272,2.567570428,0,507.6797004,1.113746595,3.123124849,-0.751256918,4.936186213,20,1,11.44647941,6.964051084,0,High,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,27.41710296
47,0.670733401,0.04171084,1,732,0.313852112,0.852015515,-0.762222589,4.936186213,8,1,10.03872728,11.50516456,1,Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.52446984
87,0.019487852,0.751613078,0,49,0.200800595,8.921826489,-0.418180916,4.936186213,2,0,10.03872728,14.57289728,1,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.695443161
47,0.495407394,-1.152564091,1,507.6797004,2.266077792,1.586093952,2.078956687,2.982506337,12,0,10.03872728,14.32621598,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,23.2841475
47,0.013223039,0.456880284,0,191,0.456957705,2.522705055,4.767732498,4.936186213,2,1,10.03872728,12.02977316,1,Medium,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.621482834
47,0.254191724,0.305822437,0,507.6797004,1.302189534,3.623122288,0.477247124,3.966497114,6,1,10.03872728,8.888289815,0,High,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.94701101
47,0.919521988,2.823045025,0,507.6797004,0.295032538,0.831578551,1.209746164,8.97319491,5,0,10.03872728,6.068606158,0,Low,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.21753344
